date,KRW
1980-12-11 00:00:00,384673.14025000005
1980-12-12 00:00:00,369980.45631000004
1980-12-15 00:00:00,386781.18263000005
1980-12-16 00:00:00,376636.74439
1980-12-17 00:00:00,381607.42628
1980-12-18 00:00:00,385274.05195000005
1980-12-19 00:00:00,372451.34760000004
1980-12-22 00:00:00,392325.40239000006
1980-12-23 00:00:00,394917.05866000004
1980-12-24 00:00:00,394651.24974000006
1980-12-25 00:00:00,394651.24974000006
1980-12-26 00:00:00,394651.24974000006
1980-12-29 00:00:00,395387.81970000005
1980-12-30 00:00:00,381298.23599
1980-12-31 00:00:00,389010.81828
1981-01-01 00:00:00,389010.81828
1981-01-02 00:00:00,390562.85365
1981-01-05 00:00:00,386864.86585000006
1981-01-06 00:00:00,389787.65866
1981-01-07 00:00:00,384941.21284000005
1981-01-08 00:00:00,376459.08558
1981-01-09 00:00:00,381665.85221000004
1981-01-12 00:00:00,371151.30768
1981-01-13 00:00:00,373894.3495
1981-01-14 00:00:00,369606.34988000005
1981-01-15 00:00:00,372330.15456000005
1981-01-16 00:00:00,371015.15598000004
1981-01-19 00:00:00,366235.15149
1981-01-20 00:00:00,367473.46265
1981-01-21 00:00:00,374233.01086000004
1981-01-22 00:00:00,372256.02493
1981-01-23 00:00:00,361843.24555000005
1981-01-26 00:00:00,346186.89111
1981-01-27 00:00:00,339217.47234000004
1981-01-28 00:00:00,343531.34776000003
1981-01-29 00:00:00,332311.27562000003
1981-01-30 00:00:00,337842.73311000003
1981-02-02 00:00:00,330839.16391
1981-02-03 00:00:00,335043.85159000003
1981-02-04 00:00:00,336998.51318
1981-02-05 00:00:00,334598.88737
1981-02-06 00:00:00,340485.47838000004
1981-02-09 00:00:00,346717.15693000006
1981-02-10 00:00:00,349056.70205
1981-02-11 00:00:00,340421.02815
1981-02-12 00:00:00,335757.06079
1981-02-13 00:00:00,339593.14022
1981-02-16 00:00:00,339996.11739
1981-02-17 00:00:00,346948.87562
1981-02-18 00:00:00,348999.36394
1981-02-19 00:00:00,348511.06008
1981-02-20 00:00:00,351090.41771
1981-02-23 00:00:00,355421.09423000005
1981-02-24 00:00:00,355275.79531
1981-02-25 00:00:00,357566.74679
1981-02-26 00:00:00,350535.65698
1981-02-27 00:00:00,328679.08836000005
1981-03-02 00:00:00,321727.14167000004
1981-03-03 00:00:00,312445.46647000004
1981-03-04 00:00:00,319863.39743
1981-03-05 00:00:00,306557.47169000003
1981-03-06 00:00:00,311324.20127
1981-03-09 00:00:00,315990.85358000005
1981-03-10 00:00:00,321431.65493
1981-03-11 00:00:00,316954.17243000004
1981-03-12 00:00:00,318072.05017
1981-03-13 00:00:00,327878.70961
1981-03-16 00:00:00,329778.13253
1981-03-17 00:00:00,327507.69185
1981-03-18 00:00:00,330908.84756
1981-03-19 00:00:00,332238.69455
1981-03-20 00:00:00,332496.95723
1981-03-23 00:00:00,352081.43489000003
1981-03-24 00:00:00,346451.17518
1981-03-25 00:00:00,348347.61171
1981-03-26 00:00:00,350808.00411000004
1981-03-27 00:00:00,363110.08515000006
1981-03-30 00:00:00,350499.41756000003
1981-03-31 00:00:00,345953.60707
1981-04-01 00:00:00,348489.53301
1981-04-02 00:00:00,350256.28107
1981-04-03 00:00:00,358438.62011
1981-04-06 00:00:00,371919.93853000004
1981-04-07 00:00:00,355924.67257000005
1981-04-08 00:00:00,348220.77788
1981-04-09 00:00:00,352241.56378
1981-04-10 00:00:00,339806.9032
1981-04-13 00:00:00,331740.40468000004
1981-04-14 00:00:00,334960.90129
1981-04-15 00:00:00,336028.23939
1981-04-16 00:00:00,337563.92182000005
1981-04-17 00:00:00,337563.92182000005
1981-04-20 00:00:00,337563.92182000005
1981-04-21 00:00:00,336510.16219
1981-04-22 00:00:00,342859.41799000005
1981-04-23 00:00:00,339538.62943000003
1981-04-24 00:00:00,342725.91101000004
1981-04-27 00:00:00,341028.15208
1981-04-28 00:00:00,339684.54682000005
1981-04-29 00:00:00,337261.08335000003
